25	CDR	Buff	True	swch	100000	0	0.2	T.E.R.A. TIME			Feel the fever! Decreases all skill cooldowns except for alliance skills by 80%. Greatly increases MP replenishment. Is not active while in dungeons or battlegrounds.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
26	MPChange	Buff	True	perc	100000	1	0.5	Ultra-Hyper-Fire-Turbo Time			Feel the fever! Decreases all skill cooldowns except for alliance skills by 80%. Greatly increases MP replenishment. Is not active while in dungeons or battlegrounds.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
26	CDR	Buff	True	swch	100000	0	0.2	Ultra-Hyper-Fire-Turbo Time			Feel the fever! Decreases all skill cooldowns except for alliance skills by 80%. Greatly increases MP replenishment. Is not active while in dungeons or battlegrounds.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
27	MPChange	Buff	True	perc	100000	1	0.5	T.E.R.A. TIME			Feel the fever! Decreases all skill cooldowns except for alliance skills by 80%. Greatly increases MP replenishment. Is not active while in dungeons or battlegrounds.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
27	CDR	Buff	True	swch	100000	0	0.2	T.E.R.A. TIME			Feel the fever! Decreases all skill cooldowns except for alliance skills by 80%. Greatly increases MP replenishment. Is not active while in dungeons or battlegrounds.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
28	MPChange	Buff	True	perc	7200000	1	0.5	T.E.R.A. TIME			Feel the fever! Decreases all skill cooldowns except for alliance skills by 80%. Greatly increases MP replenishment. Is not active while in dungeons or battlegrounds.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
28	CDR	Buff	True	swch	7200000	0	0.2	T.E.R.A. TIME			Feel the fever! Decreases all skill cooldowns except for alliance skills by 80%. Greatly increases MP replenishment. Is not active while in dungeons or battlegrounds.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
30	MaxHP	Buff	True	perc	900000	0	1.1	Blessing of Amarun			Increases maximum HP for the first venture into the dungeon.	icon_skills.heart_buff_tex	icon_skills.heart_buff_tex	True
31	Power	Buff	True	perc	7200000	0	1.2	T.E.R.A. TIME Season 2			Engage in spectacular battles! Increases Power by 20%, and significantly increases Attack Speed.	icon_status.buff_of_kaia_tex	icon_status.buff_of_kaia_tex	True
31	ASpd	Buff	True	perc	7200000	0	1.12	T.E.R.A. TIME Season 2			Engage in spectacular battles! Increases Power by 20%, and significantly increases Attack Speed.	icon_status.buff_of_kaia_tex	icon_status.buff_of_kaia_tex	True
33	MPChange	Buff	True	perc	100000	1	0.5	Ultra-Hyper-Fire-Turbo Time			Feel the fever! Decreases all skill cooldowns by 80%. Greatly increases MP replenishment. Is not active while in dungeons or battlegrounds.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
33	CDR	Buff	True	perc	100000	0	0.2	Ultra-Hyper-Fire-Turbo Time			Feel the fever! Decreases all skill cooldowns by 80%. Greatly increases MP replenishment. Is not active while in dungeons or battlegrounds.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
34	MaxHP	Buff	True	perc	900000	0	1.1	Blessing of Amarun			Increases maximum HP for the first venture into the dungeon.	icon_skills.heart_buff_tex	icon_skills.heart_buff_tex	True
36	Power	Buff	True	perc	7200000	0	1.2	4th Anniversary Buff(Increase Attack Power)			Engage in spectacular battles! When attacking, damage increases by 20% and attack speed greatly increases as well.	icon_status.buff_of_kaia_tex	icon_status.buff_of_kaia_tex	True
36	ASpd	Buff	True	perc	7200000	0	1.12	4th Anniversary Buff(Increase Attack Power)			Engage in spectacular battles! When attacking, damage increases by 20% and attack speed greatly increases as well.	icon_status.buff_of_kaia_tex	icon_status.buff_of_kaia_tex	True
37	MPChange	Buff	True	perc	100000	1	0.5	4th Anniversary Buff(Decreased Cooldown)			Feel the fever! All skill cooldowns except for alliance skills decrease by 80%, and all MP regeneration increases immensely.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
37	CDR	Buff	True	swch	100000	0	0.2	4th Anniversary Buff(Decreased Cooldown)			Feel the fever! All skill cooldowns except for alliance skills decrease by 80%, and all MP regeneration increases immensely.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
39	Power	Buff	True	perc	100000	0	1.02	The Call of War			Increases skill damage, Attack Speed and HP recovery by 2%.	icon_status.plusecritical_tex	icon_status.plusecritical_tex	True
39	ASpd	Buff	True	perc	100000	0	1.02	The Call of War			Increases skill damage, Attack Speed and HP recovery by 2%.	icon_status.plusecritical_tex	icon_status.plusecritical_tex	True
39	IncreasedHeal	Buff	True	perc	100000	0	1.02	The Call of War			Increases skill damage, Attack Speed and HP recovery by 2%.	icon_status.plusecritical_tex	icon_status.plusecritical_tex	True
39	164	Buff	True	perc	100000	0	1.02	The Call of War			Increases skill damage, Attack Speed and HP recovery by 2%.	icon_status.plusecritical_tex	icon_status.plusecritical_tex	True
40	CraftTime	Buff	True	perc	100000	0	0.6	Balder's Blessing			Increases your gathering proficiencies by 30 and shortens your gathering and crafting times.	icon_items.artisanall_up_tex	icon_items.artisanall_up_tex	True
40	Gathering	Buff	True	abs	100000	0	30	Balder's Blessing			Increases your gathering proficiencies by 30 and shortens your gathering and crafting times.	icon_items.artisanall_up_tex	icon_items.artisanall_up_tex	True
40	GatheringTime	Buff	True	perc	100000	0	0.6	Balder's Blessing			Increases your gathering proficiencies by 30 and shortens your gathering and crafting times.	icon_items.artisanall_up_tex	icon_items.artisanall_up_tex	True
41	EnchantChance	Buff	True	perc	300000	1	1.03	Bahaar's Blessing I	149328	[PC Cafe] Enchanter's Blessing Scroll (5 minutes)	Slightly increases enchantment success rate.	icon_items.parts_heavyarmorc5_tex	icon_items.parts_heavyarmorc5_tex	True
42	EnchantChance	Buff	True	perc	300000	1	1.05	Bahaar's Blessing II	149329	[PC Cafe] Blessed Enchanter's Blessing Scroll (5minutes)	Increases enchantment success rate.	icon_items.parts_heavyarmorc5_tex	icon_items.parts_heavyarmorc5_tex	True
43	EnchantChance	Buff	True	perc	300000	1	1.07	Bahaar's Blessing III	149330	[PC Cafe] Revered Enchanter's Blessing Scroll (5minutes)	Significantly increases enchantment success rate.	icon_items.parts_heavyarmorc5_tex	icon_items.parts_heavyarmorc5_tex	True
44	EnchantChance	Buff	True	perc	600000	1	1.03	Bahaar's Blessing I	149331	[PC Cafe] Enchanter's Blessing Scroll (10 minutes)	Slightly increases enchantment success rate.	icon_items.parts_heavyarmorc5_tex	icon_items.parts_heavyarmorc5_tex	True
45	EnchantChance	Buff	True	perc	600000	1	1.05	Bahaar's Blessing II	149332	[PC Cafe] Blessed Enchanter's Blessing Scroll (10minutes)	Increases enchantment success rate.	icon_items.parts_heavyarmorc5_tex	icon_items.parts_heavyarmorc5_tex	True
46	EnchantChance	Buff	True	perc	600000	1	1.07	Bahaar's Blessing III	149333	[PC Cafe] Revered Enchanter's Blessing Scroll (10minutes)	Significantly increases enchantment success rate.	icon_items.parts_heavyarmorc5_tex	icon_items.parts_heavyarmorc5_tex	True
47	Aggro	Buff	True	perc	9900000	0	0.5	Test_Skill Damage Increase/Aggro Reduction			Test Only! Increases all skill damage by 50%. Decreases Aggro  by 50%	icon_skills.voidtrap_tex	icon_skills.voidtrap_tex	True
47	Attack	Buff	True	perc	9900000	0	1.5	Test_Skill Damage Increase/Aggro Reduction			Test Only! Increases all skill damage by 50%. Decreases Aggro  by 50%	icon_skills.voidtrap_tex	icon_skills.voidtrap_tex	True
48	CraftTime	Buff	True	perc	100000	0	0.6	Baldera's Blessing			Increases your gathering proficiencies by 30 and shortens your gathering and crafting time.	icon_items.artisanall_up_tex	icon_items.artisanall_up_tex	False
48	Gathering	Buff	True	abs	100000	0	30	Baldera's Blessing			Increases your gathering proficiencies by 30 and shortens your gathering and crafting time.	icon_items.artisanall_up_tex	icon_items.artisanall_up_tex	False
48	GatheringTime	Buff	True	perc	100000	0	0.6	Baldera's Blessing			Increases your gathering proficiencies by 30 and shortens your gathering and crafting time.	icon_items.artisanall_up_tex	icon_items.artisanall_up_tex	False
49	KnockDownChance	Buff	True	perc	3600000	0	0	Warp Barrier (Test)			You are invincible. (Test) You receive the sorcerer's Warp Barrier buff for 1 hour.$BRYou are invincible (except to annihilation skills).	icon_skills.distortionfield_tex	icon_skills.distortionfield_tex	True
49	Immune	Buff	True	9	3600000	0	0	Warp Barrier (Test)			You are invincible. (Test) You receive the sorcerer's Warp Barrier buff for 1 hour.$BRYou are invincible (except to annihilation skills).	icon_skills.distortionfield_tex	icon_skills.distortionfield_tex	True
49	StatusImmune	Buff	True	swch	3600000	0	0	Warp Barrier (Test)			You are invincible. (Test) You receive the sorcerer's Warp Barrier buff for 1 hour.$BRYou are invincible (except to annihilation skills).	icon_skills.distortionfield_tex	icon_skills.distortionfield_tex	True
50	KnockDownChance	Buff	True	perc	3600000	0	0	Kaia's Shield (Test)			Kaia's Shield. (Test) You receive a shield that absorbs 500,000,000 damage for 1 hour. $BRWhen you are attacked, the system chat window will show that *** has been absorbed.	icon_skills.armorofprotection_tex	icon_skills.armorofprotection_tex	True
50	Absorb	Buff	True	swch	3600000	0	500000000	Kaia's Shield (Test)			Kaia's Shield. (Test) You receive a shield that absorbs 500,000,000 damage for 1 hour. $BRWhen you are attacked, the system chat window will show that *** has been absorbed.	icon_skills.armorofprotection_tex	icon_skills.armorofprotection_tex	True
50	StatusImmune	Buff	True	swch	3600000	0	0	Kaia's Shield (Test)			Kaia's Shield. (Test) You receive a shield that absorbs 500,000,000 damage for 1 hour. $BRWhen you are attacked, the system chat window will show that *** has been absorbed.	icon_skills.armorofprotection_tex	icon_skills.armorofprotection_tex	True
51	Endurance	Buff	True	perc	36000000	0	0.88	Stun for DPS testing	7216	Bomb for DPS testing	Stunned for DPS testing. The following abnormalities are added:$BRDecreases Endurance by $H_W_BAD12%$COLOR_END (3 stacks of Debilitate)$BRDecreases Endurance $H_W_BAD10%$COLOR_END (Volley of Curses Glyphs)$BRDecreases Crit Resist Factor $H_W_BAD-12$COLOR_END (Volley of Curses EP)	icon_items.q_bones_tex	icon_items.q_bones_tex	True
51	CritResist	Buff	True	abs	36000000	0	-12	Stun for DPS testing	7216	Bomb for DPS testing	Stunned for DPS testing. The following abnormalities are added:$BRDecreases Endurance by $H_W_BAD12%$COLOR_END (3 stacks of Debilitate)$BRDecreases Endurance $H_W_BAD10%$COLOR_END (Volley of Curses Glyphs)$BRDecreases Crit Resist Factor $H_W_BAD-12$COLOR_END (Volley of Curses EP)	icon_items.q_bones_tex	icon_items.q_bones_tex	True
51	Stun	Buff	True	swch	36000000	0	4	Stun for DPS testing	7216	Bomb for DPS testing	Stunned for DPS testing. The following abnormalities are added:$BRDecreases Endurance by $H_W_BAD12%$COLOR_END (3 stacks of Debilitate)$BRDecreases Endurance $H_W_BAD10%$COLOR_END (Volley of Curses Glyphs)$BRDecreases Crit Resist Factor $H_W_BAD-12$COLOR_END (Volley of Curses EP)	icon_items.q_bones_tex	icon_items.q_bones_tex	True
52	Power	Buff	False	perc	1000	0	3	Super TERA Time [Power, Attack Speed]			Increases Power by 200% and Attack Speed by 20%.	icon_status.plusattack_tex	icon_status.plusattack_tex	True
52	ASpd	Buff	False	perc	1000	0	1.2	Super TERA Time [Power, Attack Speed]			Increases Power by 200% and Attack Speed by 20%.	icon_status.plusattack_tex	icon_status.plusattack_tex	True
53	Power	Buff	True	perc	3600000	0	1.5	TERA Time [Power, Attack Speed, Skill Damage]			Increases Power by 50%, Attack Speed by 10% and Skill Damage by 50%.	icon_status.plusattack_tex	icon_status.plusattack_tex	True
53	Attack	Buff	True	perc	3600000	0	1.5	TERA Time [Power, Attack Speed, Skill Damage]			Increases Power by 50%, Attack Speed by 10% and Skill Damage by 50%.	icon_status.plusattack_tex	icon_status.plusattack_tex	True
53	ASpd	Buff	True	perc	3600000	0	1.1	TERA Time [Power, Attack Speed, Skill Damage]			Increases Power by 50%, Attack Speed by 10% and Skill Damage by 50%.	icon_status.plusattack_tex	icon_status.plusattack_tex	True
54	CritPower	Buff	True	abs	900000	0	1.42	TERA Time [Crit Power]			Increases Crit Power by +1.42 times.	icon_status.plusepoisonresist_tex	icon_status.plusepoisonresist_tex	True
55	MPChange	Buff	True	perc	100000	1	0.5	Super TERA Time [Skill Cooldown, MP Replenishment]			Decreases cooldown of all skills by 80% and increases MP Replenishment per second.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
55	CDR	Buff	True	swch	100000	0	0.2	Super TERA Time [Skill Cooldown, MP Replenishment]			Decreases cooldown of all skills by 80% and increases MP Replenishment per second.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
56	CDR	Buff	True	swch	1800000	0	0.85	TERA Time [Skill Cooldown]			Decreases cooldown of all skills by 15%.	icon_status.pluswill_tex	icon_status.pluswill_tex	True
57	Crit	Buff	True	perc	300000	0	30	Super TERA Time [Crit Factor]			Increases chance to crit by 2900%.	icon_status.plusecritical_tex	icon_status.plusecritical_tex	True
58	Crit	Buff	True	abs	900000	0	55	TERA Time [Crit Factor]			Increases Crit Factor by 55%.	icon_status.plusecritical_tex	icon_status.plusecritical_tex	True
62	ASpd	Buff	True	perc	300000	0	1.1	[Event] Special Chocolate	205970	[Event] Special Chocolate	Increases Attack Speed by 10%.$BRYou cannot use this item for ranked content.$BR$BR"This special chocolate is really tasty."	icon_items.heartchocolate_tex	icon_items.heartchocolate_tex	True
63	CDR	Buff	True	swch	300000	0	0.9	[Event] Special Lollipop	205971	[Event] Special Lollipop	Decreases the cooldown of attack skills by 10%.$BRYou cannot use this item for ranked content.$BR$BR"This special lollipop is really tasty."	icon_items.candyapple_tex	icon_items.candyapple_tex	True
64	Power	Buff	True	perc	1800000	0	1.27	[Event] Special Stick Nostrum	205972	[Event] Special Sticks	Use to obtain 4 different effects from the following consumables at once:<br><br>[Everful Nostrum]<br>Increases your Power by $H_W_GOOD27%$COLOR_END. Increases Power by $H_W_GOOD10$COLOR_END.<br>Increases your Endurance by $H_W_GOOD20%$COLOR_END.<br>Restores $H_W_GOOD902$COLOR_END MP every 5 seconds.<br>Reduces cooldown of attack skills by $H_W_GOOD15%$COLOR_END.<br>Increases Crit Power by $H_W_GOOD+1.42 times$COLOR_END.$BR$BRBravery Potion$BRIncreases attack speed by $H_W_GOOD4%$COLOR_END.$BRIncreases skill damage by $H_W_GOOD10%$COLOR_END.$BRReduces damage received by $H_W_GOOD10%$COLOR_END.$BR$BRFood buff$BRIncreases max. HP by $H_W_GOOD5%$COLOR_END.$BRIncreases Crit Factor by $H_W_GOOD20$COLOR_END.$BRIncreases your Attack Speed by $H_W_GOOD3%$COLOR_END.$BR$BRSuperior Noctenium Elixir$BR$BRIncreases noctenium infusion effects by $H_W_GOOD50%$COLOR_END.$BRIncreases all attack skills by $H_W_GOOD4-12%$COLOR_END and provides an additional random damage bonus.$BR(Certain skills: $H_W_GOOD6-20%$COLOR_END)$BR$BR"Don't run! Eat something sweet and fight!"	icon_items.event_pocky_tex	icon_items.event_pocky_tex	True
64	Endurance	Buff	True	perc	1800000	0	1.2	[Event] Special Stick Nostrum	205972	[Event] Special Sticks	Use to obtain 4 different effects from the following consumables at once:<br><br>[Everful Nostrum]<br>Increases your Power by $H_W_GOOD27%$COLOR_END. Increases Power by $H_W_GOOD10$COLOR_END.<br>Increases your Endurance by $H_W_GOOD20%$COLOR_END.<br>Restores $H_W_GOOD902$COLOR_END MP every 5 seconds.<br>Reduces cooldown of attack skills by $H_W_GOOD15%$COLOR_END.<br>Increases Crit Power by $H_W_GOOD+1.42 times$COLOR_END.$BR$BRBravery Potion$BRIncreases attack speed by $H_W_GOOD4%$COLOR_END.$BRIncreases skill damage by $H_W_GOOD10%$COLOR_END.$BRReduces damage received by $H_W_GOOD10%$COLOR_END.$BR$BRFood buff$BRIncreases max. HP by $H_W_GOOD5%$COLOR_END.$BRIncreases Crit Factor by $H_W_GOOD20$COLOR_END.$BRIncreases your Attack Speed by $H_W_GOOD3%$COLOR_END.$BR$BRSuperior Noctenium Elixir$BR$BRIncreases noctenium infusion effects by $H_W_GOOD50%$COLOR_END.$BRIncreases all attack skills by $H_W_GOOD4-12%$COLOR_END and provides an additional random damage bonus.$BR(Certain skills: $H_W_GOOD6-20%$COLOR_END)$BR$BR"Don't run! Eat something sweet and fight!"	icon_items.event_pocky_tex	icon_items.event_pocky_tex	True
64	CritPower	Buff	True	abs	1800000	0	1.42	[Event] Special Stick Nostrum	205972	[Event] Special Sticks	Use to obtain 4 different effects from the following consumables at once:<br><br>[Everful Nostrum]<br>Increases your Power by $H_W_GOOD27%$COLOR_END. Increases Power by $H_W_GOOD10$COLOR_END.<br>Increases your Endurance by $H_W_GOOD20%$COLOR_END.<br>Restores $H_W_GOOD902$COLOR_END MP every 5 seconds.<br>Reduces cooldown of attack skills by $H_W_GOOD15%$COLOR_END.<br>Increases Crit Power by $H_W_GOOD+1.42 times$COLOR_END.$BR$BRBravery Potion$BRIncreases attack speed by $H_W_GOOD4%$COLOR_END.$BRIncreases skill damage by $H_W_GOOD10%$COLOR_END.$BRReduces damage received by $H_W_GOOD10%$COLOR_END.$BR$BRFood buff$BRIncreases max. HP by $H_W_GOOD5%$COLOR_END.$BRIncreases Crit Factor by $H_W_GOOD20$COLOR_END.$BRIncreases your Attack Speed by $H_W_GOOD3%$COLOR_END.$BR$BRSuperior Noctenium Elixir$BR$BRIncreases noctenium infusion effects by $H_W_GOOD50%$COLOR_END.$BRIncreases all attack skills by $H_W_GOOD4-12%$COLOR_END and provides an additional random damage bonus.$BR(Certain skills: $H_W_GOOD6-20%$COLOR_END)$BR$BR"Don't run! Eat something sweet and fight!"	icon_items.event_pocky_tex	icon_items.event_pocky_tex	True
64	MPChange	Buff	True	abs	1800000	5	902	[Event] Special Stick Nostrum	205972	[Event] Special Sticks	Use to obtain 4 different effects from the following consumables at once:<br><br>[Everful Nostrum]<br>Increases your Power by $H_W_GOOD27%$COLOR_END. Increases Power by $H_W_GOOD10$COLOR_END.<br>Increases your Endurance by $H_W_GOOD20%$COLOR_END.<br>Restores $H_W_GOOD902$COLOR_END MP every 5 seconds.<br>Reduces cooldown of attack skills by $H_W_GOOD15%$COLOR_END.<br>Increases Crit Power by $H_W_GOOD+1.42 times$COLOR_END.$BR$BRBravery Potion$BRIncreases attack speed by $H_W_GOOD4%$COLOR_END.$BRIncreases skill damage by $H_W_GOOD10%$COLOR_END.$BRReduces damage received by $H_W_GOOD10%$COLOR_END.$BR$BRFood buff$BRIncreases max. HP by $H_W_GOOD5%$COLOR_END.$BRIncreases Crit Factor by $H_W_GOOD20$COLOR_END.$BRIncreases your Attack Speed by $H_W_GOOD3%$COLOR_END.$BR$BRSuperior Noctenium Elixir$BR$BRIncreases noctenium infusion effects by $H_W_GOOD50%$COLOR_END.$BRIncreases all attack skills by $H_W_GOOD4-12%$COLOR_END and provides an additional random damage bonus.$BR(Certain skills: $H_W_GOOD6-20%$COLOR_END)$BR$BR"Don't run! Eat something sweet and fight!"	icon_items.event_pocky_tex	icon_items.event_pocky_tex	True
64	CDR	Buff	True	swch	1800000	0	0.85	[Event] Special Stick Nostrum	205972	[Event] Special Sticks	Use to obtain 4 different effects from the following consumables at once:<br><br>[Everful Nostrum]<br>Increases your Power by $H_W_GOOD27%$COLOR_END. Increases Power by $H_W_GOOD10$COLOR_END.<br>Increases your Endurance by $H_W_GOOD20%$COLOR_END.<br>Restores $H_W_GOOD902$COLOR_END MP every 5 seconds.<br>Reduces cooldown of attack skills by $H_W_GOOD15%$COLOR_END.<br>Increases Crit Power by $H_W_GOOD+1.42 times$COLOR_END.$BR$BRBravery Potion$BRIncreases attack speed by $H_W_GOOD4%$COLOR_END.$BRIncreases skill damage by $H_W_GOOD10%$COLOR_END.$BRReduces damage received by $H_W_GOOD10%$COLOR_END.$BR$BRFood buff$BRIncreases max. HP by $H_W_GOOD5%$COLOR_END.$BRIncreases Crit Factor by $H_W_GOOD20$COLOR_END.$BRIncreases your Attack Speed by $H_W_GOOD3%$COLOR_END.$BR$BRSuperior Noctenium Elixir$BR$BRIncreases noctenium infusion effects by $H_W_GOOD50%$COLOR_END.$BRIncreases all attack skills by $H_W_GOOD4-12%$COLOR_END and provides an additional random damage bonus.$BR(Certain skills: $H_W_GOOD6-20%$COLOR_END)$BR$BR"Don't run! Eat something sweet and fight!"	icon_items.event_pocky_tex	icon_items.event_pocky_tex	True
65	Power	Buff	True	perc	1800000	0	1.27	[Event] Special Stick Nostrum	205972	[Event] Special Sticks	Use to obtain 4 different effects from the following consumables at once:<br><br>[Everful Nostrum]<br>Increases your Power by $H_W_GOOD27%$COLOR_END. Increases Power by $H_W_GOOD10$COLOR_END.<br>Increases your Endurance by $H_W_GOOD20%$COLOR_END.<br>Restores $H_W_GOOD902$COLOR_END MP every 5 seconds.<br>Reduces cooldown of attack skills by $H_W_GOOD15%$COLOR_END.<br>Increases Crit Power by $H_W_GOOD+1.42 times$COLOR_END.$BR$BRBravery Potion$BRIncreases attack speed by $H_W_GOOD4%$COLOR_END.$BRIncreases skill damage by $H_W_GOOD10%$COLOR_END.$BRReduces damage received by $H_W_GOOD10%$COLOR_END.$BR$BRFood buff$BRIncreases max. HP by $H_W_GOOD5%$COLOR_END.$BRIncreases Crit Factor by $H_W_GOOD20$COLOR_END.$BRIncreases your Attack Speed by $H_W_GOOD3%$COLOR_END.$BR$BRSuperior Noctenium Elixir$BR$BRIncreases noctenium infusion effects by $H_W_GOOD50%$COLOR_END.$BRIncreases all attack skills by $H_W_GOOD4-12%$COLOR_END and provides an additional random damage bonus.$BR(Certain skills: $H_W_GOOD6-20%$COLOR_END)$BR$BR"Don't run! Eat something sweet and fight!"	icon_items.event_pocky_tex	icon_items.event_pocky_tex	True
65	Endurance	Buff	True	perc	1800000	0	1.2	[Event] Special Stick Nostrum	205972	[Event] Special Sticks	Use to obtain 4 different effects from the following consumables at once:<br><br>[Everful Nostrum]<br>Increases your Power by $H_W_GOOD27%$COLOR_END. Increases Power by $H_W_GOOD10$COLOR_END.<br>Increases your Endurance by $H_W_GOOD20%$COLOR_END.<br>Restores $H_W_GOOD902$COLOR_END MP every 5 seconds.<br>Reduces cooldown of attack skills by $H_W_GOOD15%$COLOR_END.<br>Increases Crit Power by $H_W_GOOD+1.42 times$COLOR_END.$BR$BRBravery Potion$BRIncreases attack speed by $H_W_GOOD4%$COLOR_END.$BRIncreases skill damage by $H_W_GOOD10%$COLOR_END.$BRReduces damage received by $H_W_GOOD10%$COLOR_END.$BR$BRFood buff$BRIncreases max. HP by $H_W_GOOD5%$COLOR_END.$BRIncreases Crit Factor by $H_W_GOOD20$COLOR_END.$BRIncreases your Attack Speed by $H_W_GOOD3%$COLOR_END.$BR$BRSuperior Noctenium Elixir$BR$BRIncreases noctenium infusion effects by $H_W_GOOD50%$COLOR_END.$BRIncreases all attack skills by $H_W_GOOD4-12%$COLOR_END and provides an additional random damage bonus.$BR(Certain skills: $H_W_GOOD6-20%$COLOR_END)$BR$BR"Don't run! Eat something sweet and fight!"	icon_items.event_pocky_tex	icon_items.event_pocky_tex	True
