80203	Common	Common	Archer	Беглый огонь II	False	hit 4	icon_skills.rapidshot_tex
80204	Common	Common	Archer	Беглый огонь II	False	hit 5	icon_skills.rapidshot_tex
80205	Common	Common	Archer	Беглый огонь II	False	hit 6	icon_skills.rapidshot_tex
80206	Common	Common	Archer	Беглый огонь II	False	hit 7	icon_skills.rapidshot_tex
80301	Common	Common	Archer	Беглый огонь III	False	hit 2	icon_skills.rapidshot_tex
80303	Common	Common	Archer	Беглый огонь III	False	hit 4	icon_skills.rapidshot_tex
80304	Common	Common	Archer	Беглый огонь III	False	hit 5	icon_skills.rapidshot_tex
80305	Common	Common	Archer	Беглый огонь III	False	hit 6	icon_skills.rapidshot_tex
80306	Common	Common	Archer	Беглый огонь III	False	hit 7	icon_skills.rapidshot_tex
80401	Common	Common	Archer	Беглый огонь IV	False	hit 2	icon_skills.rapidshot_tex
80403	Common	Common	Archer	Беглый огонь IV	False	hit 4	icon_skills.rapidshot_tex
80404	Common	Common	Archer	Беглый огонь IV	False	hit 5	icon_skills.rapidshot_tex
80405	Common	Common	Archer	Беглый огонь IV	False	hit 6	icon_skills.rapidshot_tex
80406	Common	Common	Archer	Беглый огонь IV	False	hit 7	icon_skills.rapidshot_tex
80501	Common	Common	Archer	Беглый огонь V	False	hit 2	icon_skills.rapidshot_tex
80503	Common	Common	Archer	Беглый огонь V	False	hit 4	icon_skills.rapidshot_tex
80504	Common	Common	Archer	Беглый огонь V	False	hit 5	icon_skills.rapidshot_tex
80505	Common	Common	Archer	Беглый огонь V	False	hit 6	icon_skills.rapidshot_tex
80506	Common	Common	Archer	Беглый огонь V	False	hit 7	icon_skills.rapidshot_tex
80601	Common	Common	Archer	Беглый огонь VI	False	hit 1	icon_skills.rapidshot_tex
80603	Common	Common	Archer	Беглый огонь VI	False	hit 3	icon_skills.rapidshot_tex
80604	Common	Common	Archer	Беглый огонь VI	False	hit 4	icon_skills.rapidshot_tex
80605	Common	Common	Archer	Беглый огонь VI	False	hit 5	icon_skills.rapidshot_tex
80606	Common	Common	Archer	Беглый огонь VI	False	hit 6	icon_skills.rapidshot_tex
80607	Common	Common	Archer	Беглый огонь VI	False	hit 7	icon_skills.rapidshot_tex
80631	Common	Common	Archer	Беглый огонь VI	False	hit 1	icon_skills.rapidshot_tex
80632	Common	Common	Archer	Беглый огонь VI	False	hit 1	icon_skills.rapidshot_tex
80700	Common	Common	Archer	Беглый огонь VII	False	hit 1	icon_skills.rapidshot_tex
80701	Common	Common	Archer	Беглый огонь VII	False	hit 2	icon_skills.rapidshot_tex
80702	Common	Common	Archer	Беглый огонь VII	False	hit 3	icon_skills.rapidshot_tex
80703	Common	Common	Archer	Беглый огонь VII	False	hit 4	icon_skills.rapidshot_tex
80704	Common	Common	Archer	Беглый огонь VII	False	hit 5	icon_skills.rapidshot_tex
80705	Common	Common	Archer	Беглый огонь VII	False	hit 6	icon_skills.rapidshot_tex
80706	Common	Common	Archer	Беглый огонь VII	False	hit 7	icon_skills.rapidshot_tex
80800	Common	Common	Archer	Беглый огонь VIII	False	hit 1	icon_skills.rapidshot_tex
80801	Common	Common	Archer	Беглый огонь VIII	False	hit 2	icon_skills.rapidshot_tex
80802	Common	Common	Archer	Беглый огонь VIII	False	hit 3	icon_skills.rapidshot_tex
80803	Common	Common	Archer	Беглый огонь VIII	False	hit 4	icon_skills.rapidshot_tex
80804	Common	Common	Archer	Беглый огонь VIII	False	hit 5	icon_skills.rapidshot_tex
80805	Common	Common	Archer	Беглый огонь VIII	False	hit 6	icon_skills.rapidshot_tex
80806	Common	Common	Archer	Беглый огонь VIII	False	hit 7	icon_skills.rapidshot_tex
80900	Common	Common	Archer	Беглый огонь IX	False	hit 1	icon_skills.rapidshot_tex
80901	Common	Common	Archer	Беглый огонь IX	False	hit 2	icon_skills.rapidshot_tex
80902	Common	Common	Archer	Беглый огонь IX	False	hit 3	icon_skills.rapidshot_tex
80903	Common	Common	Archer	Беглый огонь IX	False	hit 4	icon_skills.rapidshot_tex
80904	Common	Common	Archer	Беглый огонь IX	False	hit 5	icon_skills.rapidshot_tex
80905	Common	Common	Archer	Беглый огонь IX	False	hit 6	icon_skills.rapidshot_tex
80906	Common	Common	Archer	Беглый огонь IX	False	hit 7	icon_skills.rapidshot_tex
81000	Common	Common	Archer	Беглый огонь X	False	hit 1	icon_skills.rapidshot_tex
81001	Common	Common	Archer	Беглый огонь X	False	hit 2	icon_skills.rapidshot_tex
81002	Common	Common	Archer	Беглый огонь X	False	hit 3	icon_skills.rapidshot_tex
81003	Common	Common	Archer	Беглый огонь X	False	hit 4	icon_skills.rapidshot_tex
81004	Common	Common	Archer	Беглый огонь X	False	hit 5	icon_skills.rapidshot_tex
81005	Common	Common	Archer	Беглый огонь X	False	hit 6	icon_skills.rapidshot_tex
81006	Common	Common	Archer	Беглый огонь X	False	hit 7	icon_skills.rapidshot_tex
81100	Common	Common	Archer	Беглый огонь XI	False	hit 1	icon_skills.rapidshot_tex
81101	Common	Common	Archer	Беглый огонь XI	False	hit 2	icon_skills.rapidshot_tex
81102	Common	Common	Archer	Беглый огонь XI	False	hit 3	icon_skills.rapidshot_tex
81103	Common	Common	Archer	Беглый огонь XI	False	hit 4	icon_skills.rapidshot_tex
81104	Common	Common	Archer	Беглый огонь XI	False	hit 5	icon_skills.rapidshot_tex
81105	Common	Common	Archer	Беглый огонь XI	False	hit 6	icon_skills.rapidshot_tex
81106	Common	Common	Archer	Беглый огонь XI	False	hit 7	icon_skills.rapidshot_tex
81200	Common	Common	Archer	Беглый огонь XII	False	hit 1	icon_skills.rapidshot_tex
81201	Common	Common	Archer	Беглый огонь XII	False	hit 2	icon_skills.rapidshot_tex
81202	Common	Common	Archer	Беглый огонь XII	False	hit 3	icon_skills.rapidshot_tex
81203	Common	Common	Archer	Беглый огонь XII	False	hit 4	icon_skills.rapidshot_tex
81204	Common	Common	Archer	Беглый огонь XII	False	hit 5	icon_skills.rapidshot_tex
81205	Common	Common	Archer	Беглый огонь XII	False	hit 6	icon_skills.rapidshot_tex
81206	Common	Common	Archer	Беглый огонь XII	False	hit 7	icon_skills.rapidshot_tex
51053	Common	Common	Archer	Дождь стрел VI	False		icon_skills.arrowfall_tex
